DrugBank ID,Name,CAS Number,PubChem Compound ID,PubChem_CID,CAS_Rn0,CAS_Rn1,CAS_Rn2,CAS_Rn3,CAS_Rn4,CAS_Rn5,CAS_Rn6,CAS_Rn7,CAS_Rn8,CAS_Rn9,CAS_Rn10
DB09158,Trypan blue free acid,2538-83-2,9562061.0,6297,72-57-1,2538-83-2,,,,,,,,,
DB09160,Technetium Tc-99m tetrofosmin,127455-27-0,131704316.0,131704316,127455-27-0,,,,,,,,,,
DB09161,Technetium Tc-99m sestamibi,109581-73-9,22617237.0,22617237,109581-73-9,,,,,,,,,,
DB09164,Technetium Tc-99m disofenin,,11430828.0,11430828,,,,,,,,,,,
DB09165,Technetium Tc-99m pyrophosphate,52997-54-3,6452753.0,6452753,52997-54-3,,,,,,,,,,
DB09167,Dosulepin,113-53-1,5284550.0,5284550,113-53-1,,,,,,,,,,
DB09183,Dasabuvir,1132935-63-7,56640146.0,56640146,1132935-63-7,,,,,,,,,,
DB09185,Viloxazine,46817-91-8,5666.0,5666,46817-91-8,,,,,,,,,,
DB09195,Lorpiprazole,108785-69-9,20055414.0,20055414,108785-69-9,,,,,,,,,,
DB09205,Moxisylyte,54-32-0,4260.0,4260,54-32-0,964-52-3,,,,,,,,,
DB09209,Pholcodine,509-67-1,5311356.0,5311356,509-67-1,,,,,,,,,,
DB09210,Piracetam,7491-74-9,,4843,7491-74-9,,,,,,,,,,
DB09212,Loxoprofen,68767-14-6,3965.0,3965,68767-14-6,80382-23-6,226721-96-6,,,,,,,,
DB09213,Dexibuprofen,51146-56-6,39912.0,39912,51146-56-6,,,,,,,,,,
DB09214,Dexketoprofen,22161-81-5,667550.0,667550,22161-81-5,,,,,,,,,,
DB09216,Tolfenamic acid,13710-19-5,610479.0,610479,13710-19-5,,,,,,,,,,
DB09219,Bisoxatin,17692-24-9,28689.0,28689,17692-24-9,,,,,,,,,,
DB09220,Nicorandil,65141-46-0,47528.0,47528,65141-46-0,,,,,,,,,,
DB09225,Zotepine,26615-21-4,5736.0,5736,26615-21-4,,,,,,,,,,
DB09236,Lacidipine,103890-78-4,5311217.0,5311217,103890-78-4,,,,,,,,,,
DB09237,Levamlodipine,103129-82-4,9822750.0,9822750,103129-82-4,,,,,,,,,,
DB09238,Manidipine,89226-50-6,4008.0,4008,89226-50-6,,,,,,,,,,
DB09241,Methylene blue,61-73-4,6099.0,6099,61-73-4,7220-79-3,,,,,,,,,
DB09256,Tegafur,17902-23-7,5386.0,5386,17902-23-7,82294-77-7,37076-68-9,,,,,,,,
DB09257,Gimeracil,103766-25-2,54679224.0,54679224,103766-25-2,,,,,,,,,,
DB09265,Lixisenatide,320367-13-3,131704317.0,131704317,320367-13-3,,,,,,,,,,
DB09267,Strontium ranelate,135459-87-9,6918182.0,6918182,135459-87-9,,,,,,,,,,
DB09268,Picosulfuric acid,10040-34-3,5243.0,5243,10040-34-3,,,,,,,,,,
DB09269,Phenylacetic acid,103-82-2,999.0,999,103-82-2,17303-65-0,51146-16-8,,,,,,,,
DB09270,Ubidecarenone,303-98-0,5281915.0,5281915,303-98-0,,,,,,,,,,
DB09272,Eluxadoline,864821-90-9,11250029.0,11250029,864821-90-9,,,,,,,,,,
DB09274,Artesunate,88495-63-0,6917864.0,6917864,88495-63-0,,,,,,,,,,
DB09275,Bismuth subcitrate potassium,880149-29-1,118987133.0,91667825,880149-29-1,,,,,,,,,,
DB09276,Sodium aurothiomalate,12244-57-4,16760302.0,22318,12244-57-4,,,,,,,,,,
DB09277,Choline C 11,87591-54-6,14989482.0,14989482,87591-54-6,,,,,,,,,,
DB09278,Activated charcoal,64365-11-3,297.0,297,74-82-8,8006-14-2,64365-11-3,,,,,,,,
DB09280,Lumacaftor,936727-05-8,16678941.0,16678941,936727-05-8,,,,,,,,,,
DB09281,Magnesium trisilicate,14987-04-3,5311266.0,5311266,39365-87-2,14987-04-3,,,,,,,,,
DB09282,Molsidomine,25717-80-0,5353788.0,5353788,25717-80-0,,,,,,,,,,
DB09291,Rolapitant,552292-08-7,10311306.0,10311306,552292-08-7,,,,,,,,,,
DB09292,Sacubitril,149709-62-6,9811834.0,9811834,149709-62-6,,,,,,,,,,
DB09293,Iodide I-131,14914-30-8,167195.0,167195,14914-30-8,,,,,,,,,,
DB09296,Ombitasvir,1258226-87-7,54767916.0,54767916,1258226-87-7,,,,,,,,,,
DB09297,Paritaprevir,1216941-48-8,68498031.0,45110509,1216941-48-8,,,,,,,,,,
DB09299,Tenofovir alafenamide,379270-37-8,9574768.0,9574768,379270-37-8,383365-04-6,,,,,,,,,
DB09300,Butylscopolamine,7182-53-8,6852391.0,160883,7182-53-8,,,,,,,,,,
DB09313,Ioxaglic acid,59017-64-0,3742.0,3742,59017-64-0,,,,,,,,,,
DB09314,Technetium Tc-99m pertechnetate,23288-61-1,131709156.0,131709156,23288-61-1,,,,,,,,,,
DB09315,Xenon-133,14932-42-4,66376.0,66376,14932-42-4,,,,,,,,,,
DB09316,Thallous Chloride,7791-12-0,24642.0,24642,7791-12-0,7440-28-0,,,,,,,,,
DB09320,Procaine benzylpenicillin,54-35-3,5903.0,5903,54-35-3,,,,,,,,,,
DB09321,Zinc oxide,1314-13-2,14806.0,14806,1314-13-2,174846-84-5,174846-83-4,155149-97-6,20431-17-8,174846-87-8,174846-85-6,8051-03-4,91315-44-5,,
DB09322,Zinc sulfate,7733-02-0,24424.0,24424,7733-02-0,,,,,,,,,,
DB09324,Sulbactam,68373-14-8,130313.0,130313,68373-14-8,,,,,,,,,,
DB09325,Sodium fluoride,7681-49-4,5235.0,5235,7681-49-4,,,,,,,,,,
DB09326,Ammonia N-13,34819-78-8,119432.0,119432,34819-78-8,,,,,,,,,,
DB09327,Tegafur-uracil,74578-38-4,104747.0,104747,74578-38-4,,,,,,,,,,
DB09330,Osimertinib,1421373-65-0,71496458.0,71496458,1421373-65-0,,,,,,,,,,
DB09332,Kappadione,131-13-5,8555.0,8555,131-13-5,,,,,,,,,,
DB09333,Iopodic acid,5587-89-3,5241.0,5241,5587-89-3,1221-56-3,,,,,,,,,
DB09340,Tyropanoic acid,27293-82-9,5611.0,5611,27293-82-9,,,,,,,,,,
DB09342,Propoxycaine,86-43-1,6843.0,6843,86-43-1,,,,,,,,,,
DB09343,Tipiracil,183204-74-2,6323266.0,6323266,183204-74-2,,,,,,,,,,
DB09345,Pramocaine,140-65-8,4886.0,4886,140-65-8,,,,,,,,,,
DB09348,Propiolactone,57-57-8,2365.0,2365,57-57-8,,,,,,,,,,
DB09350,Piperonyl butoxide,51-03-6,5794.0,5794,51-03-6,63993-73-7,,,,,,,,,
DB09351,Levobetaxolol,93221-48-8,60657.0,60657,93221-48-8,,,,,,,,,,
DB09352,Hydroxyamphetamine,103-86-6,3651.0,3651,103-86-6,,,,,,,,,,
DB09353,Octasulfur,10544-50-0,66348.0,66348,10544-50-0,1326-66-5,,,,,,,,,
DB09357,Dexpanthenol,81-13-0,131204.0,131204,81-13-0,,,,,,,,,,
DB09372,Tannic acid,1401-55-4,,16131300,1401-55-4,72401-53-7,18483-17-5,,,,,,,,
DB09374,Indocyanine green acid form,28782-33-4,11967809.0,5282413,28782-33-4,,,,,,,,,,
DB09376,Lapyrium,109260-82-4,22660.0,22660,109260-82-4,,,,,,,,,,
DB09389,Norgestrel,6533-00-2,4542.0,4542,6533-00-2,,,,,,,,,,
DB09394,Phosphoric acid,7664-38-2,1004.0,1004,7664-38-2,8017-16-1,9044-08-0,14265-44-2,,,,,,,
DB09395,Sodium acetate,127-09-3,517045.0,517045,126-96-5,127-09-3,,,,,,,,,
DB09397,Technetium Tc-99m sulfur colloid,,76957057.0,76957057,,,,,,,,,,,
DB09398,Fluoride ion F-18,67862-54-8,23690531.0,10197600,67862-54-8,,,,,,,,,,
DB09407,Magnesium chloride,7786-30-3,5360315.0,5360315,7786-30-3,,,,,,,,,,
DB09409,Magnesium acetate tetrahydrate,16674-78-5,134717.0,134717,16674-78-5,,,,,,,,,,
DB09413,Monopotassium phosphate,7778-77-0,516951.0,516951,7778-77-0,,,,,,,,,,
DB09414,Dipotassium phosphate,7758-11-4,24450.0,24450,7758-11-4,,,,,,,,,,
DB09418,Potassium perchlorate,7778-74-7,516900.0,516900,7778-74-7,,,,,,,,,,
DB09419,Xylose,58-86-6,644160.0,644160,58-86-6,25990-60-7,41247-05-6,31178-70-8,,,,,,,
DB09420,Iodide I-123,69239-56-1,135300.0,135300,69239-56-1,,,,,,,,,,
DB09421,Protirelin,24305-27-9,638678.0,638678,24305-27-9,11096-37-0,117217-40-0,,,,,,,,
DB09425,Indium In-111 pentetate,135998-32-2,131704319.0,131704319,135998-32-2,,,,,,,,,,
DB09449,"Sodium phosphate, monobasic",7558-80-7,23672064.0,23672064,7558-80-7,7632-05-5,89140-32-9,,,,,,,,
DB09460,Sodium carbonate,497-19-8,10340.0,10340,497-19-8,7542-12-3,,,,,,,,,
DB09462,Glycerin,56-81-5,753.0,753,56-81-5,8043-29-6,25618-55-7,977091-53-4,8013-25-0,,,,,,
DB09472,Sodium sulfate,7757-82-6,24436.0,24436,7757-82-6,8052-50-4,13759-07-4,68081-98-1,,,,,,,
DB09473,Indium In-111 oxyquinoline,65389-08-4,119117.0,119117,65389-08-4,,,,,,,,,,
DB09477,Enalaprilat,76420-72-9,5462501.0,5462501,76420-72-9,84680-54-6,,,,,,,,,
DB09479,Rubidium Rb-82,,71357.0,10176083,,,,,,,,,,,
DB09481,Magnesium carbonate,546-93-0,11029.0,11029,546-93-0,7757-69-9,7760-50-1,13717-00-5,39409-82-0,546-93-0; 13717-00-5,,,,,
DB09484,Sodium fluorophosphate,10163-15-2,,24266,7631-97-2,10163-15-2,,,,,,,,,
DB09488,Acrivastine,87848-99-5,5284514.0,5284514,87848-99-5,,,,,,,,,,
DB09490,Indium In-111 chloride,50800-85-6,49800058.0,49800058,50800-85-6,,,,,,,,,,
DB09494,Cetyl alcohol,36653-82-4,2682.0,2682,36653-82-4,36311-34-9,67762-30-5,,,,,,,,
DB09495,Avobenzone,70356-09-1,51040.0,51040,70356-09-1,,,,,,,,,,
DB09496,Octinoxate,5466-77-3,5355130.0,5355130,5466-77-3,83834-59-7,,,,,,,,,
DB09498,Strontium chloride Sr-89,38270-90-5,5362485.0,5388879,38270-90-5,,,,,,,,,,
DB09499,Thiosulfuric acid,13686-28-7,24478.0,24478,13686-28-7,14383-50-7,,,,,,,,,
DB09502,Fludeoxyglucose (18F),63503-12-8,68614.0,68614,63503-12-8,,,,,,,,,,
DB09510,Urea C-13,58069-82-2,636363.0,636363,58069-82-2,,,,,,,,,,
DB09512,Simethicone,8050-81-5,,6433516,8050-81-5,,,,,,,,,,
DB09513,Urea C-14,594-05-8,11457650.0,11457650,594-05-8,,,,,,,,,,
DB09516,Mequinol,150-76-5,9015.0,9015,150-76-5,,,,,,,,,,
DB09517,Sodium ferric gluconate complex,34089-81-1,76968835.0,76968835,34089-81-1,,,,,,,,,,
DB09526,Hydroquinone,123-31-9,785.0,785,123-31-9,,,,,,,,,,
DB09534,Ecamsule,92761-26-7,9915879.0,9915879,92761-26-7,,,,,,,,,,
DB09536,Titanium dioxide,13463-67-7,26042.0,26042,13463-67-7,864179-42-0,200075-84-9,1317-80-2,1317-70-0,98084-96-9,13463-67-7;1317-70-7;1317-80-2,,,,
DB09543,Methyl salicylate,119-36-8,4133.0,4133,119-36-8,29468-36-8,68917-50-0,68917-75-9,90045-28-6,,,,,,
DB09546,Iobenguane sulfate I-123,80663-95-2,56840904.0,56840904,139755-80-9,80663-95-2,,,,,,,,,
DB09552,Thonzonium,25466-36-8,5456.0,5456,25466-36-8,,,,,,,,,,
DB09555,Dexchlorpheniramine maleate,2438-32-6,5281070.0,5281070,2438-32-6,,,,,,,,,,
DB09561,Sodium glycerophosphate,1334-74-3,22251426.0,14754,1300-25-0,1334-74-3,1555-56-2,17603-42-8,55073-41-1,,,,,,
DB09563,Choline C-11,94793-58-5,449688.0,449688,94793-58-5,,,,,,,,,,
DB09570,Ixazomib,1072833-77-2,25183872.0,25183872,1072833-77-2,,,,,,,,,,
DB09571,Levmetamfetamine,33817-09-3,36604.0,36604,33817-09-3,,,,,,,,,,
DB11056,Stannous chloride,7772-99-8,,5284466,7772-99-8,,,,,,,,,,
DB11062,Octisalate,118-60-5,,8364,118-60-5,,,,,,,,,,
DB11064,Homosalate,118-56-9,,8362,118-56-9,,,,,,,,,,
DB11068,Selenic acid,7783-08-6,1089.0,1089,7783-08-6,14124-68-6,,,,,,,,,
DB11071,Phenyl salicylate,118-55-8,8361.0,8361,118-55-8,,,,,,,,,,
DB11073,Cetylpyridinium,7773-52-6,2683.0,2683,7773-52-6,,,,,,,,,,
DB11079,Trolamine salicylate,2174-16-5,25213.0,25213,2174-16-5,,,,,,,,,,
DB11081,Aluminum chloride,7446-70-0,24012.0,24012,7446-70-0,16603-84-2,,,,,,,,,
DB11085,Resorcinol,108-46-3,5054.0,5054,108-46-3,26982-54-7,,,,,,,,,
DB11089,Docusate,10041-19-7,,11339,10041-19-7,,,,,,,,,,
DB11090,Potassium nitrate,7757-79-1,24434.0,24434,7757-79-1,,,,,,,,,,
DB11091,Hydrogen peroxide,7722-84-1,784.0,784,7722-84-1,12325-10-9,,,,,,,,,
DB11092,Stannous fluoride,7783-47-3,24550.0,24550,7783-47-3,,,,,,,,,,
DB11093,Calcium citrate,813-94-5,13136.0,13136,813-94-5,5785-44-4,7693-13-2,,,,,,,,
DB11096,Meradimate,134-09-8,,8633,134-09-8,,,,,,,,,,
DB11098,Potassium bicarbonate,298-14-6,516893.0,516893,298-14-6,17353-70-7,,,,,,,,,
DB11100,Allantoin,97-59-6,,204,97-59-6,,,,,,,,,,
DB11102,N-acetyltyrosine,537-55-3,68310.0,68310,537-55-3,,,,,,,,,,
DB11104,Sulfur hexafluoride,2551-62-4,17358.0,17358,2551-62-4,,,,,,,,,,
DB11110,Magnesium citrate,3344-18-1,6099959.0,6099959,3344-18-1,7779-25-1,,,,,,,,,
DB11115,Ensulizole,27503-81-7,33919.0,33919,27503-81-7,,,,,,,,,,
DB11117,Undecylenic acid,112-38-9,,5634,112-38-9,1333-28-4,96451-28-4,,,,,,,,
DB11119,Sodium iodide,7681-82-5,5238.0,5238,7681-82-5,,,,,,,,,,
DB11121,Chloroxylenol,88-04-0,2723.0,2723,88-04-0,,,,,,,,,,
DB11123,Hypochlorite,14380-61-1,61739.0,61739,none,14380-61-1,,,,,,,,,
DB11125,Benzethonium,10172-60-8,2335.0,2335,10172-60-8,,,,,,,,,,
DB11126,Calcium gluconate,299-28-5,9290.0,9290,299-28-5,,,,,,,,,,
DB11127,Selenious acid,7783-00-8,1091.0,1091,7783-00-8,14124-67-5,,,,,,,,,
DB11129,Carbamide peroxide,124-43-6,31294.0,31294,124-43-6,14479-85-7,,,,,,,,,
DB11134,Cupric oxide,1317-38-0,164827.0,164827,1317-38-0,,,,,,,,,,
DB11135,Selenium,7782-49-2,6326970.0,6326970,7782-49-2,,,,,,,,,,
DB11136,Chromium,7440-47-3,23976.0,23976,7440-47-3,,,,,,,,,,
DB11141,Manganese gluconate,6485-39-8,,22988,6485-39-8,,,,,,,,,,
DB11145,Oxyquinoline,148-24-3,1923.0,1923,148-24-3,,,,,,,,,,
DB11148,Butamben,94-25-7,2482.0,2482,94-25-7,,,,,,,,,,
DB11150,Barium sulfate,7727-43-7,24414.0,24414,7727-43-7,13462-86-7,75496-35-4,,,,,,,,
DB11151,Sodium hydroxide,1310-73-2,14798.0,14798,1310-73-2,,,,,,,,,,
DB11153,Potassium hydroxide,1310-58-3,14797.0,14797,1310-58-3,,,,,,,,,,
DB11155,Triclocarban,101-20-2,7547.0,7547,101-20-2,,,,,,,,,,
DB11156,Pyrantel,15686-83-6,708857.0,708857,15686-83-6,,,,,,,,,,
DB11157,Anthralin,1143-38-0,2202.0,2202,1143-38-0,,,,,,,,,,
DB11160,Phenyltoloxamine,92-12-6,7077.0,7077,92-12-6,,,,,,,,,,
DB11164,Bicisate,121251-02-3,72048.0,72048,121251-02-3,,,,,,,,,,
DB11168,Calcium threonate,70753-61-6,13388558.0,13388558,70753-61-6,,,,,,,,,,
DB11171,Ferric sulfate,10028-22-5,23443659.0,23443659,10028-22-5,,,,,,,,,,
DB11180,Tetrofosmin,127502-06-1,4274.0,4274,127502-06-1,,,,,,,,,,
DB11181,Homatropine,87-00-3,,5282593,87-00-3,16175-57-8,,,,,,,,,
DB11182,Rose bengal,,,25474,11121-48-5,4159-77-7,,,,,,,,,
DB11186,Pentoxyverine,77-23-6,2562.0,2562,77-23-6,1406-98-0,,,,,,,,,
DB11191,Cobamamide,13870-90-1,,70678541,13870-90-1,,,,,,,,,,
DB11197,Ferrous cysteine glycinate,,,145994605,,,,,,,,,,,
DB11200,Aluminum zirconium octachlorohydrex gly,174514-58-0,,145994606,174514-58-0,,,,,,,,,,
DB11201,Menthyl salicylate,89-46-3,,20055232,89-46-3,,,,,,,,,,
DB11206,Bemotrizinol,187393-00-6,,135487856,187393-00-6,,,,,,,,,,
DB11207,Amiloxate,71617-10-2,,1549789,71617-10-2,,,,,,,,,,
DB11217,Arbutin,497-76-7,440936.0,440936,497-76-7,,,,,,,,,,
DB11219,Enzacamene,36861-47-9,7019255.0,6434217,36861-47-9,,,,,,,,,,
DB11221,Dioxybenzone,131-53-3,,8569,131-53-3,,,,,,,,,,
DB11226,Ethylhexyl methoxycrylene,947753-66-4,,66661267,947753-66-4,,,,,,,,,,
DB11235,Thonzylamine,91-85-0,5457.0,5457,91-85-0,,,,,,,,,,
DB11239,Aluminum sulfate,10043-01-3,24850.0,24850,10043-01-3,10124-29-5,17927-65-0,,,,,,,,
DB11248,Zinc gluconate,4468-02-4,443445.0,443445,4468-02-4,,,,,,,,,,
DB11254,Hexylresorcinol,136-77-6,3610.0,3610,136-77-6,,,,,,,,,,
DB11256,Levomefolic acid,31690-09-2,444412.0,135398561,31690-09-2,134-35-0,,,,,,,,,
DB11262,Bisoctrizole,103597-45-1,,3571576,103597-45-1,,,,,,,,,,
DB11264,Calcium glycerophosphate,27214-00-2,,62820,58409-70-4,27214-00-2,,,,,,,,,
DB11269,Diethylamino hydroxybenzoyl hexyl benzoate,302776-68-7,,10111431,302776-68-7,,,,,,,,,,
DB11273,Dihydroergocornine,25447-65-8,,168871,25447-65-8,,,,,,,,,,
DB11274,Dihydro-alpha-ergocryptine,25447-66-9,,114948,25447-66-9,,,,,,,,,,
DB11275,Epicriptine,88660-47-3,,65667,88660-47-3,,,,,,,,,,
DB11278,DL-Methylephedrine,1201-56-5,,64782,552-79-4,1201-56-5,,,,,,,,,
DB11282,Diethyltoluamide,134-62-3,,4284,134-62-3,,,,,,,,,,
DB11283,DL-dimyristoylphosphatidylcholine,18656-38-7,,26197,18656-38-7,,,,,,,,,,
DB11284,DL-dimyristoylphosphatidylglycerol,61361-72-6,,107767,61361-72-6,,,,,,,,,,
DB11323,Glycol salicylate,87-28-5,6880.0,6880,87-28-5,,,,,,,,,,
DB11326,Boric acid,10043-35-3,7628.0,7628,10043-35-311113-50-1,10043-35-3,11113-50-1,,,,,,,,
DB11327,Dipyrithione,3696-28-4,,3109,3696-28-4,,,,,,,,,,
DB11328,Tetradecyl hydrogen sulfate (ester),300-52-7,,8771,300-52-7,,,,,,,,,,
DB11331,1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)),185435-28-3,,5283509,185435-28-3,,,,,,,,,,
DB11332,Sinapultide,138531-07-4,,16132243,138531-07-4,,,,,,,,,,
DB11348,Calcium Phosphate,10103-46-5,24456.0,24456,7758-87-410103-46-5,7758-87-4,10103-46-5,21063-37-6,68439-86-1,,,,,,
DB11359,Guaiacol,90-05-1,460.0,460,8021-39-4,90-05-1,9009-62-5,26638-03-9,,,,,,,
DB11362,Selexipag,475086-01-2,9913767.0,9913767,475086-01-2,,,,,,,,,,
DB11363,Alectinib,1256580-46-7,49806720.0,49806720,1256580-46-7,,,,,,,,,,
DB11386,Chlorobutanol,57-15-8,5977.0,5977,57-15-8,6001-64-5,28471-22-9,1320-66-7,,,,,,,
DB11431,Moxidectin,113507-06-5,,9832912,113507-06-5,,,,,,,,,,
DB11560,Lesinurad,878672-00-5,53465279.0,53465279,878672-00-5,1890222-25-9,1890222-26-0,,,,,,,,
DB11570,Padimate O,21245-02-3,30541.0,30541,21245-02-3,,,,,,,,,,
DB11573,Aluminum chlorohydrate,12359-72-7,71586946.0,71586946,12359-72-7,,,,,,,,,,
DB11574,Elbasvir,1370468-36-2,71661251.0,71661251,1370468-36-2,,,,,,,,,,
DB11575,Grazoprevir,1350514-68-9,44603531.0,44603531,1350514-68-9,,,,,,,,,,
DB11577,Indigotindisulfonic acid,483-20-5,5282430.0,3705,483-20-5,,,,,,,,,,
DB11581,Venetoclax,1257044-40-8,49846579.0,49846579,1257044-40-8,,,,,,,,,,
DB11583,Cetalkonium,10328-34-4,31203.0,31203,10328-34-4,,,,,,,,,,
DB11584,Pipradrol,467-60-7,,10083,467-60-7,,,,,,,,,,
DB11585,Drometrizole trisiloxane,155633-54-8,,9848888,155633-54-8,,,,,,,,,,
DB11586,Asunaprevir,630420-16-5,16076883.0,16076883,630420-16-5,,,,,,,,,,
DB11587,Etafedrine,48141-64-6,,94532,48141-64-6,7681-79-0,,,,,,,,,
DB11589,Neon,7440-01-9,23935.0,23935,7440-01-9,,,,,,,,,,
DB11590,Thimerosal,54-64-8,16684434.0,16684434,54-64-8,,,,,,,,,,
DB11591,Bilastine,202189-78-4,185460.0,185460,202189-78-4,,,,,,,,,,
DB11594,Domiphen,13900-14-6,3149.0,3149,13900-14-6,,,,,,,,,,
DB11596,Levoleucovorin,68538-85-2,149436.0,135398559,68538-85-2,58-05-9,,,,,,,,,
DB11602,Hydroxyethyl cellulose,9004-62-0,4327536.0,4327536,9004-62-0,,,,,,,,,,
DB11609,Normethadone,467-85-6,10090.0,10090,467-85-6,,,,,,,,,,
DB11610,Oxilofrine,365-26-4,688009.0,688009,365-26-4,,,,,,,,,,
DB11611,Lifitegrast,1025967-78-5,11965427.0,11965427,1025967-78-5,,,,,,,,,,
DB11613,Velpatasvir,1377049-84-7,67683363.0,67683363,1377049-84-7,,,,,,,,,,
DB11614,Rupatadine,158876-82-5,133017.0,133017,158876-82-5,,,,,,,,,,
DB11619,Gestrinone,16320-04-0,27812.0,27812,16320-04-0,,,,,,,,,,
DB11622,Dehydrocholic acid,81-23-2,6674.0,6674,81-23-2,,,,,,,,,,
DB11630,Temoporfin,122341-38-2,,60751,122341-38-2,,,,,,,,,,
DB11632,Opicapone,923287-50-7,,135565903,923287-50-7,,,,,,,,,,
DB11633,Isavuconazole,241479-67-4,,6918485,241479-67-4,,,,,,,,,,
DB11637,Delamanid,681492-22-8,,6480466,681492-22-8,,,,,,,,,,
DB11640,Amifampridine,54-96-6,,5918,54-96-6,,,,,,,,,,
DB11641,Vinflunine,162652-95-1,,10629256,162652-95-1,,,,,,,,,,
DB11642,Pitolisant,362665-56-3,,9948102,362665-56-3,,,,,,,,,,
DB11644,Tafamidis,594839-88-0,11001318.0,11001318,594839-88-0,,,,,,,,,,
DB11652,Tucatinib,937263-43-9,51039094.0,51039094,937263-43-9,,,,,,,,,,
DB11653,Bremelanotide,189691-06-3,9941379.0,9941379,189691-06-3,,,,,,,,,,
DB11660,Latanoprostene bunod,860005-21-6,11156438.0,11156438,860005-21-6,,,,,,,,,,
DB11672,Curcumin,458-37-7,969516.0,969516,458-37-7,8024-37-1,129828-29-1,,,,,,,,
DB11677,Triheptanoin,620-67-7,69286.0,69286,620-67-7,,,,,,,,,,
DB11689,Selumetinib,606143-52-6,10127622.0,10127622,606143-52-6,,,,,,,,,,
DB11691,Naldemedine,916072-89-4,54732242.0,54732242,916072-89-4,,,,,,,,,,
DB11699,Tropisetron,89565-68-4,656665.0,656665,89565-68-4,,,,,,,,,,
DB11700,Setmelanotide,920014-72-8,11993702.0,11993702,920014-72-8,,,,,,,,,,
DB11703,Acalabrutinib,1420477-60-6,71226662.0,71226662,1420477-60-6,,,,,,,,,,
DB11712,Tezacaftor,1152311-62-0,46199646.0,46199646,1152311-62-0,,,,,,,,,,
DB11718,Encorafenib,1269440-17-6,50922675.0,50922675,1269440-17-6,,,,,,,,,,
DB11730,Ribociclib,1211441-98-3,44631912.0,44631912,1211441-98-3,,,,,,,,,,
DB11732,Lasmiditan,439239-90-4,11610526.0,11610526,439239-90-4,,,,,,,,,,
DB11735,Galactose,59-23-4,3037556.0,3037556,59-23-4,26566-61-0,,,,,,,,,
DB11751,Cabotegravir,1051375-10-0,54713659.0,54713659,1051375-10-0,,,,,,,,,,
DB11753,Rifamycin,6998-60-3,,6324616,6998-60-3,,,,,,,,,,
DB11757,Istradefylline,155270-99-8,5311037.0,5311037,155270-99-8,,,,,,,,,,
DB11760,Talazoparib,1207456-01-6,44819241.0,135565082,1207456-01-6,1207456-00-5,,,,,,,,,
DB11761,Tenapanor,1234423-95-0,71587953.0,71587953,1234423-95-0,,,,,,,,,,
DB11791,Capmatinib,1029712-80-8,25145656.0,25145656,1029712-80-8,,,,,,,,,,
DB11793,Niraparib,1038915-60-4,24958200.0,24958200,1038915-60-4,,,,,,,,,,
DB11796,Fostemsavir,864953-29-7,11319217.0,11319217,864953-29-7,,,,,,,,,,
DB11799,Bictegravir,1611493-60-7,90311989.0,90311989,1611493-60-7,,,,,,,,,,
DB11800,Tivozanib,475108-18-0,9911830.0,9911830,475108-18-0,,,,,,,,,,
DB11817,Baricitinib,1187594-09-7,44205240.0,44205240,1187594-09-7,,,,,,,,,,
DB11820,Nifurtimox,23256-30-6,6842999.0,6842999,23256-30-6,39072-15-6,39072-16-7,,,,,,,,
DB11823,Esketamine,33643-46-8,182137.0,182137,33643-46-8,,,,,,,,,,
DB11827,Ertugliflozin,1210344-57-2,44814423.0,44814423,1210344-57-2,,,,,,,,,,
DB11828,Neratinib,698387-09-6,9915743.0,9915743,698387-09-6,,,,,,,,,,
DB11837,Osilodrostat,928134-65-0,44139752.0,44139752,928134-65-0,1304733-26-3,,,,,,,,,
DB11842,Angiotensin II,4474-91-3,172198.0,172198,4474-91-3,11128-99-7,,,,,,,,,
DB11853,Relugolix,737789-87-6,10348973.0,10348973,737789-87-6,,,,,,,,,,
DB11855,Revefenacin,864750-70-9,11753673.0,11753673,864750-70-9,,,,,,,,,,
DB11859,Brexanolone,516-54-1,92786.0,92786,516-54-1,516-55-2,4406-35-3,,,,,,,,
DB11901,Apalutamide,956104-40-8,24872560.0,24872560,956104-40-8,,,,,,,,,,
DB11915,Valbenazine,1025504-45-3,24795069.0,24795069,1025504-45-3,,,,,,,,,,
DB11921,Deflazacort,14484-47-0,189821.0,189821,14484-47-0,,,,,,,,,,
DB11932,Abametapir,1762-34-1,15664.0,15664,1762-34-1,,,,,,,,,,
DB11936,Bempedoic acid,738606-46-7,10472693.0,10472693,738606-46-7,,,,,,,,,,
DB11942,Selinexor,1393477-72-9,71481097.0,71481097,1393477-72-9,,,,,,,,,,
DB11943,Delafloxacin,189279-58-1,487101.0,487101,189279-58-1,,,,,,,,,,
DB11951,Lemborexant,1369764-02-2,56944144.0,56944144,1369764-02-2,,,,,,,,,,
DB11952,Duvelisib,1201438-56-3,50905713.0,50905713,1201438-56-3,,,,,,,,,,
DB11963,Dacomitinib,1110813-31-4,11511120.0,11511120,1110813-31-4,1042385-75-0,,,,,,,,,
DB11967,Binimetinib,606143-89-9,10288191.0,10288191,606143-89-9,,,,,,,,,,
DB11978,Glasdegib,1095173-27-5,25166913.0,25166913,1095173-27-5,,,,,,,,,,
DB11979,Elagolix,834153-87-6,11250647.0,11250647,834153-87-6,,,,,,,,,,
